  150.0000000000    35.0000000000     7.5000000000 
  160.0000000000    35.0000000000    15.0000000000 
  160.0000000000    65.0000000000    15.0000000000 
  150.0000000000    65.0000000000     7.5000000000 

  150.0000000000    35.0000000000     7.5000000000 
  160.0000000000    35.0000000000    15.0000000000 
  160.0000000000    65.0000000000    15.0000000000 
  150.0000000000    65.0000000000     7.5000000000 

  150.0000000000    35.0000000000     7.5000000000 
  160.0000000000    35.0000000000     0.0000000000 
  160.0000000000    65.0000000000     0.0000000000 
  150.0000000000    65.0000000000     7.5000000000 

  150.0000000000    35.0000000000     7.5000000000 
  140.0000000000    35.0000000000     0.0000000000 
  140.0000000000    65.0000000000     0.0000000000 
  150.0000000000    65.0000000000     7.5000000000 

  150.0000000000    35.0000000000     7.5000000000 
  160.0000000000    35.0000000000    15.0000000000 
  160.0000000000    65.0000000000    15.0000000000 
  150.0000000000    65.0000000000     7.5000000000 

