  100.0000000000   100.0000000000    25.0000000000 
  100.0000000000   100.0000000000    50.0000000000 
  100.0000000000   100.0000000000    50.0000000000 
  100.0000000000   100.0000000000    25.0000000000 

  100.0000000000   100.0000000000    25.0000000000 
  100.0000000000   100.0000000000    50.0000000000 
  100.0000000000   100.0000000000    50.0000000000 
  100.0000000000   100.0000000000    25.0000000000 

  100.0000000000   100.0000000000    25.0000000000 
  111.0000000000    85.0000000000     0.0000000000 
  111.0000000000   115.0000000000     0.0000000000 
  100.0000000000   100.0000000000    25.0000000000 

  100.0000000000   100.0000000000    25.0000000000 
   89.0000000000    85.0000000000     0.0000000000 
   89.0000000000   115.0000000000     0.0000000000 
  100.0000000000   100.0000000000    25.0000000000 

  100.0000000000   100.0000000000    25.0000000000 
  100.0000000000   100.0000000000    50.0000000000 
  100.0000000000   100.0000000000    50.0000000000 
  100.0000000000   100.0000000000    25.0000000000 

