  150.0000000000   135.0000000000     5.0000000000 
  140.0000000000   135.0000000000    10.0000000000 
  140.0000000000   165.0000000000    10.0000000000 
  150.0000000000   165.0000000000     5.0000000000 

  150.0000000000   135.0000000000     5.0000000000 
  160.0000000000   135.0000000000    10.0000000000 
  160.0000000000   165.0000000000    10.0000000000 
  150.0000000000   165.0000000000     5.0000000000 

  150.0000000000   135.0000000000     5.0000000000 
  160.0000000000   135.0000000000     0.0000000000 
  160.0000000000   165.0000000000     0.0000000000 
  150.0000000000   165.0000000000     5.0000000000 

  150.0000000000   135.0000000000     5.0000000000 
  140.0000000000   135.0000000000     0.0000000000 
  140.0000000000   165.0000000000     0.0000000000 
  150.0000000000   165.0000000000     5.0000000000 

  150.0000000000   135.0000000000     5.0000000000 
  140.0000000000   135.0000000000    10.0000000000 
  140.0000000000   165.0000000000    10.0000000000 
  150.0000000000   165.0000000000     5.0000000000 

